episode,team1_win_rate_vs_random,random_win_rate
100,0.38333333333333336,0.38333333333333336
200,0.36666666666666664,0.48333333333333334
300,0.38333333333333336,0.43333333333333335
400,0.5,0.3333333333333333
500,0.4666666666666667,0.4
600,0.45,0.43333333333333335
700,0.55,0.35
