episode,team1_win_rate_vs_random,random_win_rate
100,0.4666666666666667,0.38333333333333336
200,0.5166666666666667,0.2833333333333333
300,0.4,0.45
400,0.48333333333333334,0.3
500,0.38333333333333336,0.5
600,0.35,0.5
700,0.35,0.43333333333333335
