episode,team1_win_rate_vs_random,random_win_rate
100,0.4666666666666667,0.36666666666666664
200,0.3333333333333333,0.55
300,0.4,0.36666666666666664
400,0.43333333333333335,0.3
500,0.4666666666666667,0.36666666666666664
600,0.5,0.4
700,0.5,0.38333333333333336
