episode,team1_win_rate_vs_random,random_win_rate
50,0.26,0.44
100,0.22000000000000003,0.46
150,0.3,0.38
200,0.32,0.33999999999999997
250,0.3,0.4
300,0.24000000000000002,0.42000000000000004
